TASKID,Call Start Time,Call Duration (in seconds),Call Owner,Call Owner Id,Subject,Call Type,Call Purpose,Billable,Created Time,Modified Time,CONTACTID,ACCOUNTID,POTENTIALID,LEADID,Call Duration (in minutes),Who Id Id,What Id,SEMODULE
10000146,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2645,1705,0,,3,,,
10000174,2021-02-17 22:01:00,1200,David Love,1007,Demo Required,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3429,,26893,,20,,,
7000172,2021-02-17 22:01:00,180,David Love,1007,Support issue,Inbound,Administrative,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3143,,26637,,3,,,
200064,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2379,,26133,,8,,,
5000332,2021-02-17 22:01:00,120,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,2,,,
8000117,2021-02-17 22:01:00,720,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,23548,,12,,,
1000205,2021-02-17 22:01:00,180,Harold Pawlan,1006,customer need help in QuickBooks integration,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2236,,26261,,3,,,
7000332,2021-02-17 22:01:00,120,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26540,,2,,,
6000189,2021-02-17 22:01:00,120,Thomas Mondrake,1009,CRM Sales,Outbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,25134,,2,,,
1000174,2021-02-17 22:01:00,1200,David Love,1007,Demo Required,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3429,,26893,,20,,,
3000201,2021-02-17 22:01:00,240,Roger Terrence,1008,Mail,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2957,842,0,,4,,,
100020,2021-02-17 22:01:00,660,Lazar Mathew,1003,Sales Followup Call,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2347,1335,0,,11,,,
4000409,2021-02-17 22:01:00,300,Tina Thomas,1011,received a call from christina,Inbound,Support,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,25023,,5,,,
2000332,2021-02-17 22:01:00,120,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,2,,,
10000350,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
3000174,2021-02-17 22:01:00,1200,David Love,1007,Demo Required,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3429,,26893,,20,,,
300062,2021-02-17 22:01:00,1200,Tina Thomas,1011,Call with Karim,Outbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2941,,25839,,20,,,
2000174,2021-02-17 22:01:00,1200,David Love,1007,Demo Required,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3429,,26893,,20,,,
4000332,2021-02-17 22:01:00,120,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,2,,,
200099,2021-02-17 22:01:00,120,Harold Pawlan,1006,Wnat to schedule a DEMO for CRM,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3463,,0,,2,,,
5000149,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3222,,25633,,4,,,
4000149,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3222,,25633,,4,,,
6000332,2021-02-17 22:01:00,120,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,2,,,
3000148,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,3,,,
500038,2021-02-17 22:01:00,6,Rozario Diego,1001,Sales Followup Call,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2412,1885,0,,0,,,
700013,2021-02-17 22:01:00,3600,Santa Cruz Clara,1002,Call with ginascruises@gmail.com,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26977,,60,,,
3000245,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2253,1348,0,,4,,,
400038,2021-02-17 22:01:00,6,Rozario Diego,1001,Sales Followup Call,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2412,1885,0,,0,,,
8000332,2021-02-17 22:01:00,120,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26814,,2,,,
400072,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,650,0,,4,,,
5000122,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,3352,765,0,,5,,,
1000117,2021-02-17 22:01:00,720,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,1423,12,,,
8000118,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2256,1517,0,,3,,,
5000199,2021-02-17 22:01:00,300,Santa Cruz Clara,1002,call out bound - answer connect,Outbound,Support,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,3247,,26532,,5,,,
500022,2021-02-17 22:01:00,1200,Santa Cruz Clara,1002,Alex kalinovsky,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,20,,,
8000286,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2941,547,0,,4,,,
8000349,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26441,,3,,,
3000122,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,3352,765,0,,5,,,
8000168,2021-02-17 22:01:00,0,Jasmine Frank,1005,Pricing and feature comparison.,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2612,1770,0,,0,,,
10000147,2021-02-17 22:01:00,720,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,0,,12,,,
9000147,2021-02-17 22:01:00,720,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,0,,12,,,
2000204,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
8000333,2021-02-17 22:01:00,120,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,24410,,2,,,
900021,2021-02-17 22:01:00,600,Santa Cruz Clara,1002,Follow-up,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2288,260,0,,10,,,
10000120,2021-02-17 22:01:00,1320,Thomas Mondrake,1009,Apps Missing,Inbound,Support,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2395,1748,0,,22,,,
1000206,2021-02-17 22:01:00,60,Harold Pawlan,1006,customer want to talk to Bryan transferred the call,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2344,2194,0,,1,,,
7000151,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2543,,26074,,4,,,
200065,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,8,,,
900070,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,4,,,
1000146,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2645,1705,0,,3,,,
8000243,2021-02-17 22:01:00,0,Jasmine Frank,1005,call has been answered by Udhay and she is looking for 1 user license,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2593,401,0,,0,,,
10000239,2021-02-17 22:01:00,60,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,1,,,
400018,2021-02-17 22:01:00,61,Lazar Mathew,1003,Follow-up,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,1,,,
100091,2021-02-17 22:01:00,180,Thomas Mondrake,1009,ZMail user,Outbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,3,,,
5000328,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,3324,755,0,,5,,,
3000149,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3222,,25633,,4,,,
3000202,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3145,,24620,,4,,,
100021,2021-02-17 22:01:00,600,Santa Cruz Clara,1002,Follow-up,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2288,260,0,,10,,,
600019,2021-02-17 22:01:00,61,Lazar Mathew,1003,Follow-up,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3032,1450,0,,1,,,
300038,2021-02-17 22:01:00,6,Rozario Diego,1001,Sales Followup Call,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2412,1885,0,,0,,,
300063,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Prospecting,,2021-02-17 00:01:00,2021-08-12 00:07:00,2204,203,0,,8,,,
10000197,2021-02-17 22:01:00,1200,David Love,1007,Deno,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,20,,,
6000363,2021-02-17 22:01:00,180,Harold Pawlan,1006,customer need help in upgrading,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,3,,,
4000212,2021-02-17 22:01:00,180,Harold Pawlan,1006,customer want to try outlook plugins,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2611,154,0,,3,,,
8000142,2021-02-17 22:01:00,540,Thomas Mondrake,1009,Kim Sullivan Creator,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3158,923,0,,9,,,
1000057,2021-02-17 22:01:00,240,Harold Pawlan,1006,Need an information to purchase 2 users (professional edition),Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3087,1328,0,,4,,,
400073,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3193,,26633,,4,,,
700086,2021-02-17 22:01:00,180,Thomas Mondrake,1009,Customer wanted info on ZBooks,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2748,,26594,,3,,,
8000195,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
3000246,2021-02-17 22:01:00,240,Roger Terrence,1008,Zmail,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2432,,26656,,4,,,
8000119,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26956,,5,,,
900096,2021-02-17 22:01:00,1800,David Love,1007,Prospect,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2528,,0,,30,,,
8000222,2021-02-17 22:01:00,0,Jasmine Frank,1005,"customer needs to talk to payments, forwarded the ticket to payments",Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3206,,24950,,0,,,
2000363,2021-02-17 22:01:00,180,Harold Pawlan,1006,customer need help in upgrading,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,25328,,3,,,
4000107,2021-02-17 22:01:00,60,David Love,1007,Voice mail.,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3420,,26067,,1,,,
7000195,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
800035,2021-02-17 22:01:00,18,Pete Zachariah,1004,follow up,Outbound,Negotiation,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2551,2079,0,,0,,,
1000118,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2256,1517,0,,3,,,
10000121,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26551,,8,,,
10000148,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,3,,,
2000205,2021-02-17 22:01:00,180,Harold Pawlan,1006,customer need help in QuickBooks integration,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2236,,26261,,3,,,
1000374,2021-02-17 22:01:00,420,Harold Pawlan,1006,customer need help in purchasing 4 users..,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,3089,7,,,
1000147,2021-02-17 22:01:00,720,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,0,,12,,,
300086,2021-02-17 22:01:00,180,Thomas Mondrake,1009,Customer wanted info on ZBooks,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2748,,26594,,3,,,
400036,2021-02-17 22:01:00,60,Pete Zachariah,1004,follow up call,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,1,,,
9000148,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,3,,,
4000288,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26810,,4,,,
900071,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,4,,,
7000152,2021-02-17 22:01:00,360,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,6,,,
1000024,2021-02-17 22:01:00,204,Pete Zachariah,1004,Follow up,Outbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,3,,,
5000150,2021-02-17 22:01:00,300,Roger Terrence,1008,CRN,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,2728,,27022,,5,,,
100022,2021-02-17 22:01:00,1200,Santa Cruz Clara,1002,Alex kalinovsky,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,1773,20,,,
2000239,2021-02-17 22:01:00,60,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,24924,,1,,,
400099,2021-02-17 22:01:00,120,Harold Pawlan,1006,Wnat to schedule a DEMO for CRM,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3463,,0,,2,,,
3000203,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Prospecting,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
7000174,2021-02-17 22:01:00,1200,David Love,1007,Demo Required,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3429,,26893,,20,,,
6000364,2021-02-17 22:01:00,420,Harold Pawlan,1006,customer need help with mobile add on,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2679,387,0,,7,,,
6000190,2021-02-17 22:01:00,360,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,6,,,
6000216,2021-02-17 22:01:00,240,Harold Pawlan,1006,customer need help in config CRM,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,4,,,
300064,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2379,,26133,,8,,,
4000150,2021-02-17 22:01:00,300,Roger Terrence,1008,CRN,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,2728,,27022,,5,,,
1000058,2021-02-17 22:01:00,300,Harold Pawlan,1006,James need help to registeration for free user,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,3325,2195,26585,,5,,,
8000143,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,23513,,5,,,
800017,2021-02-17 22:01:00,1500,Santa Cruz Clara,1002,admin@livtraining.edu.au,Outbound,Support,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,23548,,25,,,
10000149,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3222,,25633,,4,,,
5000409,2021-02-17 22:01:00,300,Tina Thomas,1011,received a call from christina,Inbound,Support,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
8000350,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
8000374,2021-02-17 22:01:00,420,Harold Pawlan,1006,customer need help in purchasing 4 users..,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,7,,,
10000122,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,3352,765,0,,5,,,
1000038,2021-02-17 22:01:00,6,Rozario Diego,1001,Sales Followup Call,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2412,1885,0,,0,,,
9000409,2021-02-17 22:01:00,300,Tina Thomas,1011,received a call from christina,Inbound,Support,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
9000235,2021-02-17 22:01:00,1500,David Love,1007,Migration,Inbound,Prospecting,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,2728,,0,,25,,,
1000148,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,1752,3,,,
2000364,2021-02-17 22:01:00,420,Harold Pawlan,1006,customer need help with mobile add on,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2679,387,0,,7,,,
2000155,2021-02-17 22:01:00,720,Thomas Mondrake,1009,GApps user,Outbound,Support,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,12,,,
9000149,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3222,,25633,,4,,,
900072,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,650,0,,4,,,
3000150,2021-02-17 22:01:00,300,Roger Terrence,1008,CRN,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,2728,,27022,,5,,,
3000247,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,4,,,
900038,2021-02-17 22:01:00,6,Rozario Diego,1001,Sales Followup Call,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2412,1885,0,,0,,,
2000206,2021-02-17 22:01:00,60,Harold Pawlan,1006,customer want to talk to Bryan transferred the call,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2344,2194,0,,1,,,
1000119,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,2072,5,,,
5000151,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2543,,26074,,4,,,
4000108,2021-02-17 22:01:00,60,David Love,1007,Voice mail,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,1,,,
200067,2021-02-17 22:01:00,120,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26723,,2,,,
1000349,2021-02-17 22:01:00,180,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,1420,3,,,
6000243,2021-02-17 22:01:00,0,Jasmine Frank,1005,call has been answered by Udhay and she is looking for 1 user license,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2593,401,0,,0,,,
500020,2021-02-17 22:01:00,660,Lazar Mathew,1003,Sales Followup Call,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2347,1335,0,,11,,,
400013,2021-02-17 22:01:00,3600,Santa Cruz Clara,1002,Call with ginascruises@gmail.com,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,60,,,
200024,2021-02-17 22:01:00,204,Pete Zachariah,1004,Follow up,Outbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,3,,,
1000208,2021-02-17 22:01:00,300,Harold Pawlan,1006,customer need to extend the pay cycle..,Inbound,Prospecting,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,2460,2167,0,,5,,,
4000151,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2543,,26074,,4,,,
3000100,2021-02-17 22:01:00,120,Harold Pawlan,1006,Need help in customization of CRM,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2929,,26800,,2,,,
8000170,2021-02-17 22:01:00,60,David Love,1007,Voice mail.,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3328,84,0,,1,,,
8000197,2021-02-17 22:01:00,1200,David Love,1007,Deno,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,20,,,
2000112,2021-02-17 22:01:00,1200,David Love,1007,Reports integration,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2781,,0,,20,,,
5000243,2021-02-17 22:01:00,0,Jasmine Frank,1005,call has been answered by Udhay and she is looking for 1 user license,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2593,401,0,,0,,,
6000134,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,1050,0,,8,,,
6000191,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,25989,,8,,,
800057,2021-02-17 22:01:00,240,Harold Pawlan,1006,Need an information to purchase 2 users (professional edition),Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3087,1328,0,,4,,,
3000204,2021-02-17 22:01:00,300,Roger Terrence,1008,CRM,Inbound,Demo,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,5,,,
8000245,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2253,1348,0,,4,,,
1000149,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3222,,25633,,4,,,
300065,2021-02-17 22:01:00,480,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26408,,8,,,
7000197,2021-02-17 22:01:00,1200,David Love,1007,Deno,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,20,,,
6000168,2021-02-17 22:01:00,0,Jasmine Frank,1005,Pricing and feature comparison.,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2612,1770,0,,0,,,
8000144,2021-02-17 22:01:00,360,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,24497,,6,,,
3000151,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2543,,26074,,4,,,
500018,2021-02-17 22:01:00,61,Lazar Mathew,1003,Follow-up,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,1,,,
10000199,2021-02-17 22:01:00,300,Santa Cruz Clara,1002,call out bound - answer connect,Outbound,Support,Yes,2021-02-17 00:01:00,2021-08-12 00:07:00,3247,,26532,,5,,,
700057,2021-02-17 22:01:00,240,Harold Pawlan,1006,Need an information to purchase 2 users (professional edition),Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3087,1328,0,,4,,,
8000120,2021-02-17 22:01:00,1320,Thomas Mondrake,1009,Apps Missing,Inbound,Support,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2395,1748,0,,22,,,
1000022,2021-02-17 22:01:00,1200,Santa Cruz Clara,1002,Alex kalinovsky,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,27010,,20,,,
900018,2021-02-17 22:01:00,61,Lazar Mathew,1003,Follow-up,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,1,,,
9000212,2021-02-17 22:01:00,180,Harold Pawlan,1006,customer want to try outlook plugins,Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,2611,154,0,,3,,,
7000363,2021-02-17 22:01:00,180,Harold Pawlan,1006,customer need help in upgrading,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,26495,,3,,,
100057,2021-02-17 22:01:00,240,Harold Pawlan,1006,Need an information to purchase 2 users (professional edition),Inbound,Prospecting,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3087,1328,0,,4,,,
900073,2021-02-17 22:01:00,240,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,3193,,26633,,4,,,
5000152,2021-02-17 22:01:00,360,Roger Terrence,1008,CRM,Inbound,Demo,No,2021-02-17 00:01:00,2021-08-12 00:07:00,,,,,6,,,
