Potential Name,Potential Owner,Created Time,Closing Date,Amount,Expected Revenue,Stage,Forecast Type,Type,Lead Source,Probability,Age in Days,Age Tier,Amount Tier,LEADID,Tasks Involved,Events Involved,Calls Involved,Activities Involved,Campaign Id
"Hall, Brandon",Augustine Paul,"24 Mar, 2019 00:01:00","18 Jan, 2020 00:12:00","$9,600.00","$18,800.00",Closed Won,Won,Existing Business,Partner,100,300,4. 181 - 360 days,1. 0 - $10K,3347,Yes,No,No,Yes,24000064
"Shephard, Vincent",Tina Thomas,"24 Mar, 2019 00:01:00","31 Jan, 2021 00:12:00","$65,800.00","$40,300.00",Closed Won,Won,New Business,Public Relations,100,679,5. Above 360 days,5. Above 40K,2376,No,No,No,No,24000038
"Aguilar, Wanda",Pete Zachariah,"24 Mar, 2019 00:01:00","07 May, 2021 00:03:00","$91,100.00","$95,400.00",Closed Won,Won,New Business,Web Research,25,775,5. Above 360 days,5. Above 40K,2793,No,No,No,No,24000048
"Wright, Susan",David Love,"24 Mar, 2019 00:01:00","12 Feb, 2020 00:12:00","$6,500.00","$5,400.00",Closed Lost,Lost,New Business,Advertisement,100,325,4. 181 - 360 days,1. 0 - $10K,3272,No,No,No,No,24000062
"Jansson, Johnnie",Thomas Mondrake,"24 Mar, 2019 00:01:00","27 Dec, 2019 00:11:00","$6,400.00","$8,450.00",Closed Lost,Lost,New Business,Sales Mail Alias,10,278,4. 181 - 360 days,1. 0 - $10K,3305,No,No,No,No,24000063
"Williamson, Harold",Augustine Paul,"24 Mar, 2019 00:01:00","18 Apr, 2021 00:03:00","$66,200.00","$88,600.00",Closed Lost,Lost,New Business,OnlineStore,80,756,5. Above 360 days,5. Above 40K,2884,No,No,No,No,24000052
"Hooper, Edna",Lazar Mathew,"23 Mar, 2019 00:01:00","15 Mar, 2021 00:01:00","$24,200.00","$26,200.00",Closed Won,Won,Existing Business,Web Research,20,723,5. Above 360 days,"3. $20,001 - $30K",2370,No,No,No,No,24000038
"Champagne, Daniel",Thomas Mondrake,"23 Mar, 2019 00:01:00","28 Mar, 2020 00:02:00","$80,100.00","$107,000.00",Closed Lost,Lost,Existing Business,Sales Mail Alias,75,371,5. Above 360 days,5. Above 40K,2557,No,No,No,No,24000042
"Romero, Ashley",Thomas Mondrake,"23 Mar, 2019 00:01:00","28 Dec, 2020 00:11:00","$217,200.00","$249,050.00",Qualification,Open,New Business,Trade Show,100,646,5. Above 360 days,5. Above 40K,2505,No,No,No,No,24000040
"Morey, Melody",Jasmine Frank,"23 Mar, 2019 00:01:00","18 Jan, 2020 00:12:00","$10,900.00","$16,900.00",Prospect,Open,New Business,OnlineStore,10,301,4. 181 - 360 days,"2. $10,001 - $20K",3091,Yes,No,No,Yes,24000059
"Marone, Philip",Pete Zachariah,"22 Mar, 2019 00:01:00","05 Jan, 2021 00:11:00","$114,200.00","$129,450.00",Initial Offer,Open,Existing Business,Advertisement,100,655,5. Above 360 days,5. Above 40K,1966,No,No,No,No,24000026
"Parrish, Melanie",Harold Pawlan,"22 Mar, 2019 00:01:00","06 May, 2021 00:03:00","$15,600.00","$16,800.00",Closed Lost,Lost,Existing Business,Sales Mail Alias,20,776,5. Above 360 days,"2. $10,001 - $20K",2522,No,No,No,No,24000040
"Cupp, Kimberly",Santa Cruz Clara,"22 Mar, 2019 00:01:00","18 May, 2020 00:04:00","$15,200.00","$18,650.00",Closed Lost,Lost,New Business,Partner,25,423,5. Above 360 days,"2. $10,001 - $20K",2447,No,No,No,No,24000039
"Young, Bill",Jasmine Frank,"22 Mar, 2019 00:01:00","22 Jun, 2020 00:05:00","$87,700.00","$100,550.00",Proposal/Price Quote,Open,New Business,OnlineStore,100,458,5. Above 360 days,5. Above 40K,3370,Yes,Yes,No,Yes,24000065
"Watkins, Jacqueline",David Love,"22 Mar, 2019 00:01:00","06 Feb, 2020 00:12:00","$149,500.00","$110,950.00",Closed Lost,Lost,New Business,OnlineStore,100,321,4. 181 - 360 days,5. Above 40K,3001,No,No,No,No,24000054
"Bowman, Sue",Pete Zachariah,"21 Mar, 2019 00:01:00","09 Dec, 2019 00:10:00","$8,800.00","$4,350.00",Closed Won,Won,New Business,Trade Show,10,263,4. 181 - 360 days,1. 0 - $10K,2433,No,No,No,No,24000039
"Graham, Brett",Augustine Paul,"21 Mar, 2019 00:01:00","11 Nov, 2019 00:09:00","$10,800.00","$17,950.00",Closed Won,Won,New Business,Sales Mail Alias,100,235,4. 181 - 360 days,"2. $10,001 - $20K",3178,No,No,No,No,24000060
"Manno, Mauricio",Jasmine Frank,"21 Mar, 2019 00:01:00","20 Apr, 2021 00:03:00","$8,100.00","$10,800.00",Closed Won,Won,Existing Business,OnlineStore,100,761,5. Above 360 days,1. 0 - $10K,2650,No,No,No,No,24000044
"Carpenter, Phillip",Augustine Paul,"21 Mar, 2019 00:01:00","05 Dec, 2020 00:10:00","$11,400.00","$17,200.00",Closed Won,Won,New Business,Trade Show,100,625,5. Above 360 days,"2. $10,001 - $20K",3504,Yes,No,No,Yes,24000068
"Ruiz, Carey",Roger Terrence,"21 Mar, 2019 00:01:00","16 Dec, 2019 00:11:00","$219,800.00","$248,150.00",Closed Lost,Lost,New Business,Sales Mail Alias,20,270,4. 181 - 360 days,5. Above 40K,3233,No,No,No,No,24000061
"Marrero, Natalie",Santa Cruz Clara,"21 Mar, 2019 00:01:00","13 Jan, 2020 00:11:00","$9,900.00","$10,000.00",Closed Lost,Lost,New Business,Web Research,20,298,4. 181 - 360 days,1. 0 - $10K,2883,No,No,No,No,24000052
"Viverette, Ryan",Jasmine Frank,"21 Mar, 2019 00:01:00","04 Apr, 2020 00:02:00","$97,600.00","$98,250.00",Closed Lost,Lost,New Business,Advertisement,25,380,5. Above 360 days,5. Above 40K,2588,Yes,Yes,No,Yes,24000043
"Land, Dorothy",David Love,"21 Mar, 2019 00:01:00","25 May, 2020 00:04:00","$9,100.00","$8,650.00",Closed Won,Won,Existing Business,Trade Show,20,431,5. Above 360 days,1. 0 - $10K,2963,No,No,No,No,24000053
"Ryan, Maria",Tina Thomas,"21 Mar, 2019 00:01:00","14 Jan, 2020 00:11:00","$15,600.00","$18,500.00",Qualification,Open,New Business,Advertisement,20,299,4. 181 - 360 days,"2. $10,001 - $20K",2507,No,No,No,No,24000040
"Slater, John",Tina Thomas,"20 Mar, 2019 00:01:00","26 Mar, 2020 00:02:00","$7,900.00","$6,900.00",Needs Analysis,Open,New Business,Partner,80,372,5. Above 360 days,1. 0 - $10K,2267,No,No,No,No,24000035
"Herndon, Christopher",Lazar Mathew,"20 Mar, 2019 00:01:00","15 May, 2021 00:04:00","$99,100.00","$92,500.00",Closed Won,Won,Existing Business,Sales Mail Alias,75,787,5. Above 360 days,5. Above 40K,2242,No,No,No,No,24000035
"Smith, Kristin",Augustine Paul,"20 Mar, 2019 00:01:00","09 Mar, 2020 00:01:00","$93,700.00","$98,400.00",Closed Won,Won,Existing Business,Sales Mail Alias,20,355,4. 181 - 360 days,5. Above 40K,3043,No,No,No,No,24000055
"Jackson, Antonio",Tina Thomas,"20 Mar, 2019 00:01:00","17 Feb, 2021 00:01:00","$8,500.00","$10,550.00",Closed Won,Won,New Business,Sales Mail Alias,20,700,5. Above 360 days,1. 0 - $10K,3106,No,No,No,No,24000059
"Weller, Eleanor",Harold Pawlan,"20 Mar, 2019 00:01:00","23 Jan, 2020 00:12:00","$81,800.00","$49,200.00",Closed Won,Won,New Business,Trade Show,100,309,4. 181 - 360 days,5. Above 40K,2153,No,No,No,No,24000032
"Newton, Susan",Harold Pawlan,"19 Mar, 2019 00:01:00","30 Apr, 2021 00:03:00","$9,400.00","$9,450.00",Closed Won,Won,Existing Business,Web Research,100,773,5. Above 360 days,1. 0 - $10K,3325,No,No,No,No,24000064
"Jackson, Jacqueline",Roger Terrence,"19 Mar, 2019 00:01:00","20 Mar, 2020 00:02:00","$223,500.00","$204,400.00",Closed Won,Won,Existing Business,Trade Show,0,367,5. Above 360 days,5. Above 40K,3458,No,No,No,No,24000067
"Ferguson, Pearl",Thomas Mondrake,"19 Mar, 2019 00:01:00","05 Apr, 2021 00:02:00","$97,600.00","$99,000.00",Closed Lost,Lost,New Business,Public Relations,0,748,5. Above 360 days,5. Above 40K,3394,No,No,No,No,24000065
"Stolle, William",Rozario Diego,"19 Mar, 2019 00:01:00","20 Apr, 2020 00:03:00","$20,300.00","$22,500.00",Qualification,Open,New Business,OnlineStore,20,398,5. Above 360 days,"3. $20,001 - $30K",3262,No,No,No,No,24000062
"Stamps, Son",Roger Terrence,"19 Mar, 2019 00:01:00","22 Dec, 2019 00:11:00","$15,900.00","$15,800.00",Prospect,Open,Existing Business,Advertisement,100,278,4. 181 - 360 days,"2. $10,001 - $20K",2984,No,No,No,No,24000054
"Reynolds, John",David Love,"19 Mar, 2019 00:01:00","06 Jun, 2020 00:04:00","$224,600.00","$205,600.00",Qualification,Open,New Business,Public Relations,20,445,5. Above 360 days,5. Above 40K,3177,No,No,No,No,24000060
"Springer, Manuel",Augustine Paul,"18 Mar, 2019 00:01:00","22 Nov, 2020 00:10:00","$9,900.00","$5,200.00",Prospect,Open,New Business,External Referral,0,615,5. Above 360 days,1. 0 - $10K,3410,No,No,No,No,24000065
"Hotchkiss, Travis",Tina Thomas,"18 Mar, 2019 00:01:00","23 Dec, 2020 00:11:00","$146,400.00","$113,300.00",Closed Won,Won,New Business,Sales Mail Alias,100,646,5. Above 360 days,5. Above 40K,2026,No,No,No,No,24000028
"Abraham, Andrea",Harold Pawlan,"17 Mar, 2019 00:01:00","11 Jun, 2020 00:04:00","$52,800.00","$102,100.00",Needs Analysis,Open,New Business,Partner,20,452,5. Above 360 days,5. Above 40K,2762,No,No,No,No,24000048
"Smith, Arthur",Thomas Mondrake,"17 Mar, 2019 00:01:00","10 Feb, 2021 00:12:00","$14,000.00","$16,550.00",Initial Offer,Open,Existing Business,Partner,100,696,5. Above 360 days,"2. $10,001 - $20K",3015,No,No,No,No,24000054
"Rivera, Mary",Santa Cruz Clara,"17 Mar, 2019 00:01:00","24 Feb, 2020 00:01:00","$13,500.00","$10,600.00",Closed Won,Won,New Business,Public Relations,100,344,4. 181 - 360 days,"2. $10,001 - $20K",3313,No,No,No,No,24000063
"Askew, Samantha",Tina Thomas,"17 Mar, 2019 00:01:00","03 Feb, 2021 00:12:00","$5,500.00","$7,900.00",Prospect,Open,Existing Business,Advertisement,20,689,5. Above 360 days,1. 0 - $10K,3461,No,No,No,No,24000067
"Frechette, Sarah",Harold Pawlan,"17 Mar, 2019 00:01:00","21 Nov, 2020 00:10:00","$8,200.00","$8,700.00",Closed Won,Won,New Business,OnlineStore,100,615,5. Above 360 days,1. 0 - $10K,2182,No,No,No,No,24000034
"Stevenson, Alpha",Rozario Diego,"17 Mar, 2019 00:01:00","06 Jan, 2020 00:11:00","$6,700.00","$6,300.00",Proposal/Price Quote,Open,Existing Business,Web Research,0,295,4. 181 - 360 days,1. 0 - $10K,2145,No,No,No,No,24000032
"Barone, Tamara",Tina Thomas,"17 Mar, 2019 00:01:00","16 Dec, 2020 00:11:00","$214,000.00","$248,650.00",Closed Lost,Lost,New Business,Employee Referral,90,640,5. Above 360 days,5. Above 40K,2049,No,No,No,No,24000029
"Keele, Gary",Rozario Diego,"16 Mar, 2019 00:01:00","17 Apr, 2021 00:03:00","$239,700.00","$202,600.00",Qualification,Open,New Business,Sales Mail Alias,80,763,5. Above 360 days,5. Above 40K,2711,Yes,No,Yes,Yes,24000046
"Whyte, Joyce",Pete Zachariah,"16 Mar, 2019 00:01:00","20 Nov, 2019 00:10:00","$8,000.00","$7,900.00",Closed Won,Won,Existing Business,Trade Show,100,249,4. 181 - 360 days,1. 0 - $10K,3053,No,No,No,No,24000056
"Luna, Paul",Augustine Paul,"16 Mar, 2019 00:01:00","04 Mar, 2020 00:01:00","$86,400.00","$104,000.00",Closed Won,Won,New Business,Web Research,100,354,4. 181 - 360 days,5. Above 40K,3180,No,No,No,No,24000060
"Ruiz, Christopher",Roger Terrence,"16 Mar, 2019 00:01:00","25 May, 2020 00:04:00","$99,600.00","$87,900.00",Proposal/Price Quote,Open,New Business,Partner,25,436,5. Above 360 days,5. Above 40K,2430,No,No,No,No,24000039
"Jones, Bobbie",Tina Thomas,"16 Mar, 2019 00:01:00","13 Jun, 2020 00:04:00","$23,100.00","$23,000.00",Closed Won,Won,Existing Business,Advertisement,0,455,5. Above 360 days,"3. $20,001 - $30K",2381,No,No,No,No,24000038
"Stines, Patrick",Thomas Mondrake,"16 Mar, 2019 00:01:00","17 Apr, 2021 00:03:00","$8,900.00","$17,700.00",Closed Won,Won,Existing Business,OnlineStore,100,763,5. Above 360 days,1. 0 - $10K,3478,No,No,No,No,24000067
"Reynolds, Diane",Pete Zachariah,"16 Mar, 2019 00:01:00","16 Dec, 2020 00:11:00","$16,000.00","$12,400.00",Closed Won,Won,New Business,OnlineStore,100,641,5. Above 360 days,"2. $10,001 - $20K",2803,No,No,No,No,24000049
"Barone, Tamara",Santa Cruz Clara,"16 Mar, 2019 00:01:00","29 Nov, 2020 00:10:00","$25,700.00","$19,100.00",Proposal/Price Quote,Open,New Business,Advertisement,100,624,5. Above 360 days,"3. $20,001 - $30K",2749,Yes,Yes,No,Yes,24000047
"Sampson, Gregg",Santa Cruz Clara,"16 Mar, 2019 00:01:00","15 Jan, 2020 00:12:00","$9,900.00","$11,000.00",Prospect,Open,Existing Business,Sales Mail Alias,10,305,4. 181 - 360 days,1. 0 - $10K,3323,No,No,No,No,24000063
"Sullins, Vicente",Jasmine Frank,"15 Mar, 2019 00:01:00","16 Jun, 2020 00:05:00","$81,900.00","$94,050.00",Qualification,Open,New Business,Employee Referral,0,459,5. Above 360 days,5. Above 40K,2194,No,No,No,No,24000034
"Keller, William",Santa Cruz Clara,"15 Mar, 2019 00:01:00","07 Jun, 2020 00:04:00","$11,400.00","$16,400.00",Closed Won,Won,New Business,Advertisement,25,450,5. Above 360 days,"2. $10,001 - $20K",3101,No,No,No,No,24000059
"Oxley, Thelma",Roger Terrence,"15 Mar, 2019 00:01:00","05 Mar, 2021 00:01:00","$21,700.00","$18,600.00",Closed Won,Won,New Business,OnlineStore,10,721,5. Above 360 days,"3. $20,001 - $30K",3127,No,No,No,No,24000059
"Smith, Maria",David Love,"15 Mar, 2019 00:01:00","25 May, 2020 00:04:00","$83,200.00","$108,100.00",Closed Won,Won,Existing Business,OnlineStore,80,437,5. Above 360 days,5. Above 40K,2326,No,No,No,No,24000037
"Roger, Christina",Jasmine Frank,"15 Mar, 2019 00:01:00","04 Jan, 2020 00:11:00","$125,700.00","$110,050.00",Qualification,Open,Existing Business,Trade Show,100,295,4. 181 - 360 days,5. Above 40K,2396,No,No,No,No,24000038
"Garrison, Juanita",Tina Thomas,"15 Mar, 2019 00:01:00","14 Apr, 2020 00:03:00","$5,100.00","$10,700.00",Closed Won,Won,New Business,Advertisement,100,396,5. Above 360 days,1. 0 - $10K,3119,No,No,No,No,24000059
"Chacon, Irene",Harold Pawlan,"14 Mar, 2019 00:01:00","21 Dec, 2020 00:11:00","$17,900.00","$15,300.00",Closed Won,Won,New Business,External Referral,0,648,5. Above 360 days,"2. $10,001 - $20K",1978,No,No,No,No,24000026
"Wilmore, Shawn",Santa Cruz Clara,"14 Mar, 2019 00:01:00","28 Dec, 2020 00:11:00","$15,900.00","$15,000.00",Closed Lost,Lost,New Business,External Referral,80,655,5. Above 360 days,"2. $10,001 - $20K",3392,No,No,No,No,24000065
"McComb, William",Santa Cruz Clara,"14 Mar, 2019 00:01:00","29 Apr, 2020 00:03:00","$6,000.00","$8,600.00",Qualification,Open,Existing Business,Employee Referral,100,412,5. Above 360 days,1. 0 - $10K,2671,No,No,No,No,24000044
"Ballard, Tracey",Harold Pawlan,"14 Mar, 2019 00:01:00","26 Jan, 2020 00:12:00","$12,300.00","$17,100.00",Initial Offer,Open,New Business,Sales Mail Alias,20,318,4. 181 - 360 days,"2. $10,001 - $20K",3241,No,No,No,No,24000062
"Flynn, Mathew",Rozario Diego,"14 Mar, 2019 00:01:00","16 Jul, 2020 00:06:00","$18,500.00","$13,100.00",Closed Won,Won,New Business,Public Relations,25,490,5. Above 360 days,"2. $10,001 - $20K",2943,No,No,No,No,24000053
"Brinkman, Miguel",Rozario Diego,"14 Mar, 2019 00:01:00","31 Dec, 2019 00:11:00","$63,900.00","$74,300.00",Qualification,Open,Existing Business,Sales Mail Alias,25,292,4. 181 - 360 days,5. Above 40K,2251,No,No,No,No,24000035
"Colon, Laura",Pete Zachariah,"14 Mar, 2019 00:01:00","02 Jun, 2020 00:04:00","$18,400.00","$10,550.00",Closed Won,Won,Existing Business,Web Research,100,446,5. Above 360 days,"2. $10,001 - $20K",2865,No,No,No,No,24000051
"Brault, Helen",Pete Zachariah,"14 Mar, 2019 00:01:00","06 Mar, 2021 00:01:00","$29,300.00","$28,600.00",Needs Analysis,Open,Existing Business,Public Relations,0,723,5. Above 360 days,"3. $20,001 - $30K",3348,No,No,No,No,24000064
"Baggett, Michael",Harold Pawlan,"13 Mar, 2019 00:01:00","10 Apr, 2021 00:02:00","$22,500.00","$27,600.00",Closed Lost,Lost,New Business,Advertisement,100,759,5. Above 360 days,"3. $20,001 - $30K",2003,No,No,No,No,24000027
"Wilkins, Clare",Augustine Paul,"13 Mar, 2019 00:01:00","18 Dec, 2020 00:11:00","$86,700.00","$106,850.00",Qualification,Open,New Business,Web Research,100,646,5. Above 360 days,5. Above 40K,2442,No,No,No,No,24000039
"Watkins, Ralph",Augustine Paul,"13 Mar, 2019 00:01:00","30 Mar, 2020 00:02:00","$5,200.00","$8,650.00",Proposal/Price Quote,Open,Existing Business,Employee Referral,100,383,5. Above 360 days,1. 0 - $10K,2716,Yes,No,No,Yes,24000046
"Christie, Emily",Jasmine Frank,"12 Mar, 2019 00:01:00","18 May, 2021 00:04:00","$87,400.00","$103,050.00",Qualification,Open,New Business,OnlineStore,10,798,5. Above 360 days,5. Above 40K,2624,No,No,No,No,24000044
"Lawson, Richard",Tina Thomas,"12 Mar, 2019 00:01:00","02 Mar, 2020 00:01:00","$8,100.00","$6,950.00",Closed Lost,Lost,Existing Business,Web Research,100,356,4. 181 - 360 days,1. 0 - $10K,2118,No,No,No,No,24000031
"Lang, Stephen",Thomas Mondrake,"12 Mar, 2019 00:01:00","04 Apr, 2020 00:02:00","$204,200.00","$204,250.00",Needs Analysis,Open,New Business,Partner,100,389,5. Above 360 days,5. Above 40K,2619,No,No,No,No,24000044
"Goodwin, Mark",Roger Terrence,"12 Mar, 2019 00:01:00","13 Jun, 2020 00:04:00","$60,800.00","$96,700.00",Needs Analysis,Open,New Business,Sales Mail Alias,10,459,5. Above 360 days,5. Above 40K,3016,No,No,No,No,24000054
"Wilson, Gregory",Jasmine Frank,"12 Mar, 2019 00:01:00","29 Apr, 2021 00:03:00","$11,600.00","$15,200.00",Closed Won,Won,New Business,Web Research,100,779,5. Above 360 days,"2. $10,001 - $20K",2361,No,No,No,No,24000038
"Grimes, Jose",Thomas Mondrake,"11 Mar, 2019 00:01:00","09 Apr, 2020 00:02:00","$93,500.00","$106,450.00",Prospect,Open,Existing Business,Cold Call,100,395,5. Above 360 days,5. Above 40K,3300,No,No,No,No,24000063
"Tillman, Betty",Pete Zachariah,"11 Mar, 2019 00:01:00","14 Mar, 2020 00:01:00","$139,400.00","$105,850.00",Closed Won,Won,New Business,Advertisement,100,369,5. Above 360 days,5. Above 40K,2372,No,No,No,No,24000038
"McCray, Aaron",Santa Cruz Clara,"11 Mar, 2019 00:01:00","08 Feb, 2021 00:12:00","$24,900.00","$23,100.00",Qualification,Open,Existing Business,Partner,0,700,5. Above 360 days,"3. $20,001 - $30K",2214,No,No,No,No,24000035
"Cleek, Charles",Santa Cruz Clara,"11 Mar, 2019 00:01:00","01 Jan, 2020 00:11:00","$57,600.00","$80,300.00",Prospect,Open,Existing Business,Web Research,100,296,4. 181 - 360 days,5. Above 40K,3450,No,No,No,No,24000066
"Dooley, Ryan",David Love,"11 Mar, 2019 00:01:00","24 Jul, 2020 00:06:00","$28,700.00","$34,500.00",Qualification,Open,New Business,Trade Show,20,501,5. Above 360 days,"3. $20,001 - $30K",3287,No,No,No,No,24000062
"Moore, Larry",Jasmine Frank,"11 Mar, 2019 00:01:00","14 Apr, 2021 00:03:00","$8,800.00","$6,700.00",Qualification,Open,New Business,OnlineStore,100,765,5. Above 360 days,1. 0 - $10K,2046,No,No,No,No,24000028
"Colon, Matthew",Rozario Diego,"11 Mar, 2019 00:01:00","27 Apr, 2021 00:03:00","$6,400.00","$8,200.00",Initial Offer,Open,Existing Business,OnlineStore,0,778,5. Above 360 days,1. 0 - $10K,2705,No,No,No,No,24000046
"Chouinard, Joyce",David Love,"11 Mar, 2019 00:01:00","14 Dec, 2019 00:10:00","$78,800.00","$103,500.00",Closed Won,Won,Existing Business,Web Research,100,278,4. 181 - 360 days,5. Above 40K,2154,No,No,No,No,24000032
"Willis, Karen",Jasmine Frank,"11 Mar, 2019 00:01:00","20 Apr, 2021 00:03:00","$89,700.00","$53,800.00",Closed Won,Won,New Business,External Referral,100,771,5. Above 360 days,5. Above 40K,3311,No,No,No,No,24000063
"Bush, John",Santa Cruz Clara,"10 Mar, 2019 00:01:00","28 Jan, 2020 00:12:00","$242,700.00","$240,850.00",Closed Won,Won,New Business,Trade Show,0,324,4. 181 - 360 days,5. Above 40K,2360,No,No,No,No,24000038
"Lavery, Lori",David Love,"10 Mar, 2019 00:01:00","29 Nov, 2019 00:10:00","$88,700.00","$105,450.00",Closed Won,Won,Existing Business,Cold Call,100,264,4. 181 - 360 days,5. Above 40K,2741,No,No,No,No,24000046
"Duncan, Mark",Lazar Mathew,"10 Mar, 2019 00:01:00","20 Apr, 2021 00:03:00","$103,800.00","$110,050.00",Needs Analysis,Open,New Business,Partner,100,772,5. Above 360 days,5. Above 40K,2141,No,No,No,No,24000032
"Crowe, Kristin",Jasmine Frank,"10 Mar, 2019 00:01:00","31 Mar, 2021 00:02:00","$7,000.00","$8,150.00",Qualification,Open,New Business,Web Research,75,752,5. Above 360 days,1. 0 - $10K,3000,No,No,No,No,24000054
"Briggs, Jeremy",David Love,"10 Mar, 2019 00:01:00","06 Apr, 2021 00:02:00","$95,000.00","$106,150.00",Qualification,Open,New Business,Cold Call,80,758,5. Above 360 days,5. Above 40K,2355,No,No,No,No,24000038
"Lambert, Kyle",Roger Terrence,"09 Mar, 2019 00:01:00","31 Dec, 2020 00:11:00","$108,100.00","$158,000.00",Prospect,Open,Existing Business,Cold Call,75,663,5. Above 360 days,5. Above 40K,2237,No,No,No,No,24000035
"Patterson, Eddy",David Love,"09 Mar, 2019 00:01:00","10 Feb, 2020 00:12:00","$238,400.00","$217,350.00",Qualification,Open,Existing Business,Sales Mail Alias,100,338,4. 181 - 360 days,5. Above 40K,2539,No,No,No,No,24000040
"Wilson, Jeremy",Pete Zachariah,"09 Mar, 2019 00:01:00","24 Apr, 2021 00:03:00","$5,900.00","$7,300.00",Closed Lost,Lost,New Business,Cold Call,10,777,5. Above 360 days,1. 0 - $10K,3453,No,No,No,No,24000066
"McClain, Henry",Tina Thomas,"08 Mar, 2019 00:01:00","17 Jun, 2020 00:05:00","$77,300.00","$71,200.00",Closed Lost,Lost,New Business,Cold Call,80,467,5. Above 360 days,5. Above 40K,2966,No,No,No,No,24000053
"Gilson, Lenora",Jasmine Frank,"08 Mar, 2019 00:01:00","30 Mar, 2021 00:02:00","$14,700.00","$20,100.00",Closed Won,Won,New Business,Cold Call,80,753,5. Above 360 days,"2. $10,001 - $20K",2057,No,No,No,No,24000029
"Hall, Brandon",Santa Cruz Clara,"07 Mar, 2019 00:01:00","16 Jan, 2020 00:12:00","$19,000.00","$9,200.00",Closed Won,Won,New Business,Sales Mail Alias,80,315,4. 181 - 360 days,"2. $10,001 - $20K",2647,No,No,No,No,24000044
"Rine, Steven",Harold Pawlan,"06 Mar, 2019 00:01:00","13 Feb, 2020 00:12:00","$202,100.00","$259,050.00",Closed Lost,Lost,Existing Business,Sales Mail Alias,0,344,4. 181 - 360 days,5. Above 40K,3007,No,No,No,No,24000054
"Ingraham, Kristen",Augustine Paul,"06 Mar, 2019 00:01:00","30 Jan, 2021 00:12:00","$8,500.00","$7,550.00",Closed Lost,Lost,New Business,Trade Show,20,696,5. Above 360 days,1. 0 - $10K,1982,No,No,No,No,24000027
"Atkins, James",Santa Cruz Clara,"06 Mar, 2019 00:01:00","01 Nov, 2020 00:09:00","$95,600.00","$98,850.00",Closed Won,Won,New Business,Cold Call,10,606,5. Above 360 days,5. Above 40K,2759,No,No,Yes,Yes,24000047
"Hart, Jerome",Tina Thomas,"06 Mar, 2019 00:01:00","08 Apr, 2021 00:02:00","$19,700.00","$14,750.00",Closed Won,Won,New Business,OnlineStore,100,764,5. Above 360 days,"2. $10,001 - $20K",3100,No,No,No,No,24000059
"Rea, Shelby",Augustine Paul,"06 Mar, 2019 00:01:00","10 Apr, 2021 00:02:00","$10,500.00","$19,600.00",Closed Won,Won,Existing Business,Public Relations,20,766,5. Above 360 days,"2. $10,001 - $20K",2277,No,No,No,No,24000036
"Grace, William",Roger Terrence,"06 Mar, 2019 00:01:00","11 May, 2021 00:03:00","$12,000.00","$19,400.00",Closed Won,Won,New Business,Employee Referral,10,797,5. Above 360 days,"2. $10,001 - $20K",3418,No,No,No,No,24000065
"Perkins, Cecile",Pete Zachariah,"06 Mar, 2019 00:01:00","22 Apr, 2021 00:03:00","$102,700.00","$106,600.00",Closed Won,Won,New Business,OnlineStore,100,778,5. Above 360 days,5. Above 40K,3109,No,No,No,No,24000059
"Brunelle, James",Pete Zachariah,"06 Mar, 2019 00:01:00","22 Jan, 2020 00:12:00","$18,300.00","$12,250.00",Closed Won,Won,Existing Business,Employee Referral,10,322,4. 181 - 360 days,"2. $10,001 - $20K",2868,No,No,No,No,24000052
"Serrano, Stephen",Roger Terrence,"06 Mar, 2019 00:01:00","19 Feb, 2020 00:01:00","$73,800.00","$54,100.00",Prospect,Open,Existing Business,Trade Show,100,350,4. 181 - 360 days,5. Above 40K,3296,No,No,No,No,24000063
"Speakman, Amy",Tina Thomas,"05 Mar, 2019 00:01:00","10 Dec, 2020 00:10:00","$9,900.00","$6,000.00",Closed Lost,Lost,New Business,Sales Mail Alias,0,646,5. Above 360 days,1. 0 - $10K,2287,No,No,No,No,24000036
"Orourke, Lonnie",Harold Pawlan,"05 Mar, 2019 00:01:00","05 Apr, 2021 00:02:00","$13,000.00","$15,100.00",Qualification,Open,New Business,Cold Call,0,762,5. Above 360 days,"2. $10,001 - $20K",3498,No,No,No,No,24000067
"Houser, Janette",Harold Pawlan,"05 Mar, 2019 00:01:00","09 Mar, 2021 00:01:00","$20,200.00","$29,600.00",Closed Won,Won,Existing Business,Public Relations,75,735,5. Above 360 days,"3. $20,001 - $30K",2485,No,No,No,No,24000040
"Gammons, James",Jasmine Frank,"05 Mar, 2019 00:01:00","13 May, 2021 00:03:00","$9,100.00","$6,600.00",Closed Won,Won,New Business,Public Relations,100,800,5. Above 360 days,1. 0 - $10K,2970,Yes,No,No,Yes,24000053
"Sumner, Russell",Santa Cruz Clara,"05 Mar, 2019 00:01:00","18 Nov, 2019 00:10:00","$81,600.00","$101,150.00",Initial Offer,Open,New Business,Web Research,80,258,4. 181 - 360 days,5. Above 40K,2738,No,No,No,No,24000046
"Finch, Ronald",Harold Pawlan,"04 Mar, 2019 00:01:00","23 Dec, 2020 00:11:00","$86,400.00","$100,900.00",Needs Analysis,Open,Existing Business,Web Research,20,660,5. Above 360 days,5. Above 40K,2127,No,No,No,No,24000031
