LEADID,Last Name,Company,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED,month_Created Time1
1401,Primm,Eden Lawn Service,Tina Thomas,AndrewGPrimm@gustr.com,318-407-5976,RenaissanceDirectory.com,Service Provider,Web Research,Pre Qualified,"16 Oct, 2018 00:09:00",Yes,October
1001,Keller,Laura Ashley,Tina Thomas,WilliamGKeller@einrot.com,908-244-5183,BetaPages.com,Manufacturing,Cold Call,Contact in Future,"15 Oct, 2018 00:09:00",Yes,October
1284,Smith,Tape World,Pete Zachariah,OmarCSmith@dayrep.com,817-767-6793,SubmitApps.com,Consulting,Trade Show,Not Contacted,"15 Oct, 2018 00:09:00",Yes,October
1300,Cline,JasmineSola,Rozario Diego,TerryACline@superrito.com,323-940-0414,ePompanoBeach.com,Pharma,Advertisement,Contacted,"15 Oct, 2018 00:09:00",Yes,October
1559,Scott,Buehler Foods,Thomas Mondrake,JeffreyJScott@teleworm.us,580-625-5514,StrictlyIdeas.com,Pharma,Online Store,Attempted to Contact,"15 Oct, 2018 00:09:00",Yes,October
1573,Bush,Music Boutique,Tina Thomas,GregoryGBush@fleckens.hu,775-514-3388,RewardShow.com,Financial Services,Advertisement,Pre Qualified,"15 Oct, 2018 00:09:00",Yes,October
1577,Rea,Nedick's,Rozario Diego,ShelbyGRea@gustr.com,781-443-7894,RecruiterMonthly.com,Service Provider,Public Relations,Attempted to Contact,"15 Oct, 2018 00:09:00",Yes,October
1565,Pixley,Electric Avenue,Santa Cruz Clara,EddieAPixley@fleckens.hu,215-975-6582,CoursePop.com,Manufacturing,Public Relations,Contact in Future,"14 Oct, 2018 00:09:00",Yes,October
1376,Scott,Witmark,Augustine Paul,OdeliaJScott@rhyta.com,913-613-2091,FlixNews.com,Consulting,Public Relations,Contact in Future,"14 Oct, 2018 00:09:00",Yes,October
1537,Lambert,Titania,Jasmine Frank,KyleALambert@dayrep.com,419-734-5678,PersonStore.com,Pharma,Cold Call,Pre Qualified,"13 Oct, 2018 00:08:00",Yes,October
1285,Goodell,Anthony's,Augustine Paul,RobertKGoodell@teleworm.us,772-489-4692,TreeShopping.com,Consulting,Sales Mail Alias,Pre Qualified,"13 Oct, 2018 00:08:00",Yes,October
1686,Grant,Enrich Garden Services,Tina Thomas,MaryGGrant@cuvox.de,706-237-6501,FuelProduct.com,Communications,Sales Mail Alias,Pre Qualified,"12 Oct, 2018 00:09:00",Yes,October
1524,Watts,Intelli Wealth Group,Jasmine Frank,MichelleMWatts@rhyta.com,661-283-9600,CounterfeitClothes.com,Financial Services,Trade Show,Contact in Future,"11 Oct, 2018 00:09:00",Yes,October
1381,Wilkinson,Bell Markets,Augustine Paul,LynnaCWilkinson@teleworm.us,806-770-9988,CreditTight.com,Education,Web Research,Lost Lead,"11 Oct, 2018 00:09:00",Yes,October
1480,Weatherby,KG Menswear,Harold Pawlan,CharlesSWeatherby@fleckens.hu,707-472-3083,BizCrisis.com,Consulting,Employee Referral,Lost Lead,"11 Oct, 2018 00:08:00",Yes,October
1534,Rodney,Pearl Architectural Design,Roger Terrence,RobertTRodney@armyspy.com,559-613-1057,EmploymentBrief.com,Communications,Web Research,Lost Lead,"11 Oct, 2018 00:08:00",Yes,October
1031,Graham,Movie Gallery,Jasmine Frank,RobertGGraham@teleworm.us,315-234-3145,GroupTraffic.com,Education,External Referral,Not Contacted,"11 Oct, 2018 00:08:00",Yes,October
1593,Coco,Holly Tree Inn,Tina Thomas,LucilleJCoco@rhyta.com,210-352-2369,InternationalPulse.com,Consulting,External Referral,Contacted,"11 Oct, 2018 00:08:00",Yes,October
1346,Moore,Grey Fade,Santa Cruz Clara,LarryDMoore@gustr.com,903-694-9305,OnlineRole.com,Consulting,Trade Show,Contacted,"11 Oct, 2018 00:08:00",Yes,October
1363,Woodring,Sagebrush,Augustine Paul,MildredEWoodring@jourrapide.com,610-629-2985,CellphoneLists.com,Technology,Partner,Lost Lead,"11 Oct, 2018 00:08:00",Yes,October
1399,Austin,Muirhead's,Jasmine Frank,WarrenAAustin@superrito.com,240-308-0189,CrimeCorner.com,Government/Military,Online Store,Contact in Future,"11 Oct, 2018 00:08:00",Yes,October
1466,Sparks,Maloley's Finer Foods,Rozario Diego,LuisASparks@rhyta.com,386-326-3261,ARanked.com,Technology,Advertisement,Contact in Future,"10 Oct, 2018 00:09:00",Yes,October
1589,Eames,Roberd's,Tina Thomas,JunitaTEames@einrot.com,253-627-2613,ResidenceRewards.com,Government/Military,Cold Call,Lost Lead,"10 Oct, 2018 00:09:00",Yes,October
1104,Alfonso,Angel's,Jasmine Frank,CarolynTAlfonso@superrito.com,302-898-5283,AndroidZoo.com,Government/Military,Cold Call,Pre Qualified,"10 Oct, 2018 00:09:00",Yes,October
1149,Diggs,Quest Technology Service,Harold Pawlan,DennisVDiggs@teleworm.us,910-352-5498,Poqar.com,Manufacturing,Sales Mail Alias,Not Contacted,"10 Oct, 2018 00:08:00",Yes,October
1630,Boling,Intelacard,David Love,MarvinMBoling@einrot.com,937-313-3973,FileDoors.com,Education,Advertisement,Attempted to Contact,"09 Oct, 2018 00:09:00",Yes,October
1085,Houser,New World,Harold Pawlan,JanetteMHouser@cuvox.de,207-985-3450,SolutionBranding.com,IT Services,Employee Referral,Contacted,"09 Oct, 2018 00:08:00",Yes,October
1390,Vanburen,Hoyden,Thomas Mondrake,VirginiaJVanburen@einrot.com,806-578-4637,WedGuru.com,Technology,Online Store,Lost Lead,"09 Oct, 2018 00:08:00",Yes,October
1651,Boles,Isaly's,Tina Thomas,CourtneyMBoles@fleckens.hu,845-625-3936,PDAMasters.com,Pharma,Employee Referral,Lost Lead,"09 Oct, 2018 00:08:00",Yes,October
1668,Olivier,Crown Books,Tina Thomas,KarenJOlivier@fleckens.hu,618-671-6400,RecruitingLocal.com,IT Services,Advertisement,Pre Qualified,"09 Oct, 2018 00:08:00",Yes,October
1471,Austin,Crown Auto Parts,Santa Cruz Clara,JuliaDAustin@dayrep.com,781-676-8510,BasicFM.com,Financial Services,Employee Referral,Lost Lead,"08 Oct, 2018 00:08:00",Yes,October
1502,Burger,Pace Membership Warehouse,Thomas Mondrake,CarmenHBurger@einrot.com,239-728-6222,SemiYearly.com,Pharma,Web Research,Contacted,"08 Oct, 2018 00:08:00",Yes,October
1392,Hutter,Realty Zone,Harold Pawlan,VirgilMHutter@teleworm.us,318-248-7127,FancyChicks.com,Communications,Online Store,Not Contacted,"08 Oct, 2018 00:08:00",Yes,October
1237,Stearns,Life Plan Counselling,Rozario Diego,AlbertCStearns@gustr.com,864-230-3268,LawnCovers.com,Service Provider,Trade Show,Lost Lead,"07 Oct, 2018 00:09:00",Yes,October
1529,Dollar,The Flying Hippo,Lazar Mathew,RichardSDollar@jourrapide.com,774-323-8281,ResidentialCorner.com,Manufacturing,Trade Show,Contact in Future,"07 Oct, 2018 00:08:00",Yes,October
1378,Stines,Laura Ashley,Tina Thomas,PatrickMStines@teleworm.us,484-451-5010,LawnMerchants.com,IT Services,Sales Mail Alias,Junk Lead,"07 Oct, 2018 00:08:00",Yes,October
1645,McPherson,Gallenkamp,Roger Terrence,KathyTMcPherson@einrot.com,334-876-0094,MotivationalCourses.com,Manufacturing,Public Relations,Pre Qualified,"07 Oct, 2018 00:08:00",Yes,October
1403,Reynolds,LoRay,Jasmine Frank,DianeRReynolds@teleworm.us,707-509-4462,SaveOndemand.com,Education,Partner,Contacted,"07 Oct, 2018 00:08:00",Yes,October
1472,Bergman,Best Products,Roger Terrence,AmyWBergman@armyspy.com,352-732-2346,EntertainmentAccountant.com,Technology,External Referral,Contacted,"06 Oct, 2018 00:08:00",Yes,October
1491,Stogner,d.e.m.o.,Roger Terrence,HelenOStogner@teleworm.us,701-786-8677,OrlandoBakery.com,Technology,Trade Show,Not Contacted,"06 Oct, 2018 00:08:00",Yes,October
1270,Young,MagnaSolution,Lazar Mathew,BillLYoung@einrot.com,518-493-9080,WifiBuilder.com,Education,Web Research,Attempted to Contact,"06 Oct, 2018 00:08:00",Yes,October
1664,Robinette,EnviroSource Design,Pete Zachariah,KimberlyPRobinette@rhyta.com,310-877-7135,PoleSlide.com,Education,Cold Call,Contact in Future,"06 Oct, 2018 00:08:00",Yes,October
1186,Louis,Rivera Property Maintenance,Tina Thomas,WilliamTLouis@armyspy.com,248-566-9290,GunMonthly.com,Communications,Trade Show,Pre Qualified,"05 Oct, 2018 00:08:00",Yes,October
1008,Woody,Anthony's,Santa Cruz Clara,AgustinLWoody@cuvox.de,218-330-9436,ThirdTechnology.com,Financial Services,Employee Referral,Junk Lead,"05 Oct, 2018 00:08:00",Yes,October
1081,Wilson,KG Menswear,Harold Pawlan,BernieDWilson@jourrapide.com,706-368-7328,TicketAge.com,Education,Public Relations,Attempted to Contact,"05 Oct, 2018 00:08:00",Yes,October
1288,Delacruz,Magna Consulting,Rozario Diego,BrandonMDelacruz@einrot.com,928-308-8139,MoreStatus.com,Technology,Cold Call,Junk Lead,"04 Oct, 2018 00:08:00",Yes,October
1327,Allen,Avant Garde Interior Designs,Santa Cruz Clara,WayneLAllen@rhyta.com,707-659-6564,NovemberWeather.com,Government/Military,Online Store,Lost Lead,"04 Oct, 2018 00:08:00",Yes,October
1338,Sumner,Britches of Georgetown,Tina Thomas,RussellPSumner@dayrep.com,918-383-7618,PrepaidPoints.com,Communications,Public Relations,Not Contacted,"04 Oct, 2018 00:08:00",Yes,October
1090,Hartzog,Asian Solutions,Augustine Paul,JamesCHartzog@gustr.com,231-723-8245,SeeFonts.com,Consulting,External Referral,Attempted to Contact,"04 Oct, 2018 00:08:00",Yes,October
1649,Glass,Electronics Source,Lazar Mathew,BenEGlass@gustr.com,586-507-7911,BlogArchitects.com,Technology,Online Store,Attempted to Contact,"04 Oct, 2018 00:08:00",Yes,October
1464,Kiernan,Dun Rite Lawn Care,Augustine Paul,ShawnLKiernan@einrot.com,404-251-9450,HandymanRating.com,Consulting,Sales Mail Alias,Not Contacted,"03 Oct, 2018 00:08:00",Yes,October
1238,McKenzie,Multi Tech Development,Tina Thomas,ReneGMcKenzie@armyspy.com,720-237-8207,OldArena.com,Financial Services,Sales Mail Alias,Contacted,"03 Oct, 2018 00:08:00",Yes,October
1249,Carraway,Gottschalks,Tina Thomas,CharlesMCarraway@dayrep.com,540-294-0352,VoiceSeek.com,Financial Services,Trade Show,Pre Qualified,"03 Oct, 2018 00:08:00",Yes,October
1016,Stack,Yesterday's Records,Tina Thomas,LarissaMStack@gustr.com,662-564-5859,WirelessTiger.com,Manufacturing,Employee Referral,Contacted,"03 Oct, 2018 00:08:00",Yes,October
1542,Herndon,Hollywood Video,Harold Pawlan,ChristopherMHerndon@cuvox.de,814-913-0544,GymCourt.com,Pharma,External Referral,Contact in Future,"03 Oct, 2018 00:08:00",Yes,October
1185,Odell,Sound Advice,Thomas Mondrake,NormaMOdell@superrito.com,443-505-4239,CoalExpert.com,Technology,Sales Mail Alias,Not Contacted,"02 Oct, 2018 00:08:00",Yes,October
1699,Amy,Wherehouse Music,Thomas Mondrake,JoshuaMAmy@superrito.com,414-540-6879,BeverageBoats.com,Financial Services,Online Store,Not Contacted,"02 Oct, 2018 00:08:00",Yes,October
1242,Hecht,First Rate Choice,Jasmine Frank,TravisMHecht@teleworm.us,201-325-0468,LocalBilliards.com,Communications,Trade Show,Junk Lead,"02 Oct, 2018 00:08:00",Yes,October
1264,Day,Alert Alarm Company,Rozario Diego,EnedinaKDay@fleckens.hu,573-327-8541,DermatologistLocator.com,Service Provider,Cold Call,Lost Lead,"02 Oct, 2018 00:08:00",Yes,October
1095,Hampton,K&G Distributors,Lazar Mathew,AlbertaMHampton@gustr.com,314-543-1113,RevenueBased.com,Service Provider,Trade Show,Not Contacted,"02 Oct, 2018 00:08:00",Yes,October
1548,Soileau,Quality Merchant Services,Lazar Mathew,StephanieLSoileau@einrot.com,480-390-1624,ResumeScreeners.com,IT Services,Web Research,Contacted,"01 Oct, 2018 00:08:00",Yes,October
1040,Goodner,Signa Air,Santa Cruz Clara,FrancisTGoodner@teleworm.us,970-277-8061,VoiceOptics.com,Education,Trade Show,Not Contacted,"01 Oct, 2018 00:08:00",Yes,October
1051,Kline,Friendly Advice,Santa Cruz Clara,JeanAKline@teleworm.us,912-367-9070,HardwareAffiliates.com,Pharma,Cold Call,Contact in Future,"01 Oct, 2018 00:08:00",Yes,October
1581,Cooper,Peaches,Santa Cruz Clara,VictoriaRCooper@rhyta.com,765-492-3633,GreenCounselors.com,Communications,Web Research,Not Contacted,"01 Oct, 2018 00:08:00",Yes,October
1141,Ballard,Castle Realty,Roger Terrence,TraceyJBallard@jourrapide.com,678-529-1114,WealthSales.com,IT Services,Sales Mail Alias,Contact in Future,"01 Oct, 2018 00:08:00",Yes,October
1415,Sanchez,Bennett Brothers,Roger Terrence,LeonardJSanchez@einrot.com,951-333-8484,AccountingBuzz.com,Service Provider,Sales Mail Alias,Pre Qualified,"01 Oct, 2018 00:08:00",Yes,October
1194,Landry,Flagg Bros. Shoes,Pete Zachariah,BrendaJLandry@armyspy.com,808-356-3465,HitPatrol.com,Manufacturing,Public Relations,Not Contacted,"30 Sep, 2018 00:08:00",Yes,September
1265,Stephens,Foreman & Clark,Augustine Paul,JerrySStephens@teleworm.us,530-941-0979,AlbumParty.com,Government/Military,Cold Call,Contacted,"30 Sep, 2018 00:08:00",Yes,September
1024,Cantu,Music Den,Rozario Diego,KirkKCantu@superrito.com,504-957-5163,BurmaBeach.com,Government/Military,Public Relations,Contact in Future,"30 Sep, 2018 00:08:00",Yes,September
1598,Moon,Indiewealth,Roger Terrence,PaulineRMoon@fleckens.hu,712-775-9051,VFederal.com,Education,External Referral,Lost Lead,"30 Sep, 2018 00:08:00",Yes,September
1433,Chapman,Reliable Guidance,Rozario Diego,MariannCChapman@fleckens.hu,816-221-5921,BoogieMedia.com,IT Services,Sales Mail Alias,Pre Qualified,"29 Sep, 2018 00:08:00",Yes,September
1235,Sims,Fisher Foods,Harold Pawlan,JillASims@teleworm.us,915-843-9726,MiningOperator.com,Communications,Employee Referral,Pre Qualified,"29 Sep, 2018 00:08:00",Yes,September
1354,Frank,Playworld,Pete Zachariah,CharlesDFrank@jourrapide.com,765-451-2598,QualityLasers.com,Service Provider,Trade Show,Lost Lead,"29 Sep, 2018 00:08:00",Yes,September
1366,Santos,Tweeter,Santa Cruz Clara,ZaneASantos@armyspy.com,801-234-5794,PlasmaBike.com,Manufacturing,Advertisement,Pre Qualified,"29 Sep, 2018 00:08:00",Yes,September
1681,Jones,McDuff,Roger Terrence,BobbieEJones@superrito.com,516-566-1845,OregonTravelAgents.com,Service Provider,Web Research,Pre Qualified,"29 Sep, 2018 00:08:00",Yes,September
1582,Comstock,Del Farm,Harold Pawlan,DoloresMComstock@armyspy.com,805-568-7941,CartCleaning.com,Communications,Public Relations,Pre Qualified,"28 Sep, 2018 00:08:00",Yes,September
1109,Hadley,Powerbod,Jasmine Frank,SummerJHadley@gustr.com,505-437-6137,JerkMove.com,IT Services,Advertisement,Pre Qualified,"28 Sep, 2018 00:08:00",Yes,September
1436,Meadows,Indiewealth,Lazar Mathew,WilliamMMeadows@jourrapide.com,904-853-4378,EnterRehab.com,Technology,External Referral,Contacted,"27 Sep, 2018 00:08:00",Yes,September
1218,Wilcox,Gold Medal,Augustine Paul,RonaldNWilcox@cuvox.de,830-224-5413,ConnectRV.com,Technology,Trade Show,Contact in Future,"27 Sep, 2018 00:08:00",Yes,September
1272,Newton,Realty Depot,Harold Pawlan,RayANewton@dayrep.com,513-528-8736,NannyWebsites.com,Government/Military,Advertisement,Contact in Future,"27 Sep, 2018 00:08:00",Yes,September
1342,Peterson,Albers Super Markets,Rozario Diego,MarvinOPeterson@einrot.com,708-220-3754,RoboMeal.com,Technology,Public Relations,Attempted to Contact,"27 Sep, 2018 00:08:00",Yes,September
1099,Lawrence,Superior Appraisals,Roger Terrence,GabrielBLawrence@gustr.com,702-501-7720,TallTide.com,Pharma,Sales Mail Alias,Junk Lead,"27 Sep, 2018 00:08:00",Yes,September
1125,Hoskins,Crafts & More,Lazar Mathew,DebraOHoskins@jourrapide.com,215-255-0622,MarketCities.com,Education,External Referral,Junk Lead,"27 Sep, 2018 00:08:00",Yes,September
1131,Labelle,Tam's Stationers,Pete Zachariah,PeterCLabelle@cuvox.de,707-414-8425,FavoriteNewspaper.com,Consulting,Employee Referral,Pre Qualified,"27 Sep, 2018 00:08:00",Yes,September
1173,Hahn,Powerbod,Harold Pawlan,ChrisMHahn@teleworm.us,409-868-9912,MissionStudent.com,Service Provider,Web Research,Contact in Future,"26 Sep, 2018 00:08:00",Yes,September
1018,Lewis,Smitty's Marketplace,David Love,NicoleLLewis@fleckens.hu,212-453-9569,CostumeStyles.com,IT Services,Advertisement,Attempted to Contact,"25 Sep, 2018 00:08:00",Yes,September
1309,Estrada,Cut Above,Roger Terrence,ClaireMEstrada@dayrep.com,607-326-7598,ShortLeases.com,Financial Services,Partner,Lost Lead,"25 Sep, 2018 00:08:00",Yes,September
1614,Bird,CompuAdd,Pete Zachariah,VirginiaEBird@teleworm.us,480-529-9149,DirectoryExpo.com,Education,Partner,Contact in Future,"25 Sep, 2018 00:08:00",Yes,September
1693,Haase,Great Western,Rozario Diego,DianaEHaase@gustr.com,603-464-5573,WikiFinder.com,Service Provider,Web Research,Junk Lead,"24 Sep, 2018 00:08:00",Yes,September
1604,Woolf,Strategic Profit,Augustine Paul,DavidJWoolf@armyspy.com,562-224-4902,BingoLesson.com,Manufacturing,Sales Mail Alias,Pre Qualified,"24 Sep, 2018 00:08:00",Yes,September
1611,Gutierrez,Better Business Ideas and Services,Santa Cruz Clara,LeonardLGutierrez@dayrep.com,904-473-1813,MobileInstructor.com,Government/Military,Employee Referral,Junk Lead,"24 Sep, 2018 00:08:00",Yes,September
1632,Johnson,Janeville,Santa Cruz Clara,KimberlyMJohnson@gustr.com,804-886-2364,MarathonChat.com,Financial Services,Partner,Contact in Future,"24 Sep, 2018 00:08:00",Yes,September
1470,Brown,John M. Smyth's Homemakers,Harold Pawlan,IrvinSBrown@jourrapide.com,585-256-1298,ARMAlert.com,IT Services,External Referral,Contact in Future,"23 Sep, 2018 00:08:00",Yes,September
1111,Sangster,Weingarten's,Roger Terrence,DavidSSangster@teleworm.us,304-254-3898,OpenJacket.com,Consulting,Advertisement,Contacted,"23 Sep, 2018 00:08:00",Yes,September
1624,Pyle,First Rate Choice,Tina Thomas,NelsonWPyle@dayrep.com,434-239-7113,TheaterBlogging.com,Education,Advertisement,Lost Lead,"23 Sep, 2018 00:08:00",Yes,September
1421,Feliciano,Erb Lumber,Augustine Paul,KimMFeliciano@teleworm.us,504-489-9330,HelpCities.com,Service Provider,Advertisement,Contacted,"23 Sep, 2018 00:08:00",Yes,September
1456,McCool,Walt's IGA,Lazar Mathew,MonicaRMcCool@jourrapide.com,574-457-7008,MovieLocks.com,Government/Military,Cold Call,Pre Qualified,"22 Sep, 2018 00:08:00",Yes,September
1276,Hannon,Kinney Shoes,Tina Thomas,WillieMHannon@armyspy.com,314-260-9272,SolarPizza.com,Consulting,Trade Show,Pre Qualified,"22 Sep, 2018 00:08:00",Yes,September
1032,Rice,Laura Ashley Mother & Child,Tina Thomas,DavidCRice@rhyta.com,803-453-5711,SoldierNews.com,Government/Military,Online Store,Pre Qualified,"22 Sep, 2018 00:08:00",Yes,September
1298,Hendricks,Widdmann,Rozario Diego,KevinCHendricks@cuvox.de,208-926-9914,PanicMechanic.com,IT Services,Employee Referral,Attempted to Contact,"22 Sep, 2018 00:08:00",Yes,September
1157,Champagne,Huyler's,Rozario Diego,DanielSChampagne@dayrep.com,602-358-4467,SolidMeds.com,Technology,Cold Call,Contacted,"22 Sep, 2018 00:08:00",Yes,September
1525,Bender,Specialty Restaurant Group,Thomas Mondrake,JonathanABender@fleckens.hu,918-258-3741,TechInventor.com,Pharma,External Referral,Lost Lead,"20 Sep, 2018 00:08:00",Yes,September
1447,Gabriel,Oshman's,David Love,CharlesRGabriel@einrot.com,713-932-8964,HongKongVIP.com,Pharma,Partner,Pre Qualified,"19 Sep, 2018 00:08:00",Yes,September
1511,Haddix,Sunburst Garden Management,Augustine Paul,LorrettaEHaddix@rhyta.com,509-627-5170,ReliefGel.com,Technology,Partner,Contacted,"19 Sep, 2018 00:08:00",Yes,September
1557,Black,Incredible Universe,Jasmine Frank,BirdieSBlack@dayrep.com,585-321-0641,PlatinumTalk.com,Financial Services,Employee Referral,Contacted,"19 Sep, 2018 00:08:00",Yes,September
1350,Cleek,Integra Investment Plan,Harold Pawlan,CharlesLCleek@fleckens.hu,702-441-1288,HollywoodSale.com,Technology,Trade Show,Junk Lead,"19 Sep, 2018 00:08:00",Yes,September
1244,Berg,Environ Architectural Design,Jasmine Frank,EugeneGBerg@fleckens.hu,813-761-7565,TreeShopping.com,Service Provider,Web Research,Pre Qualified,"18 Sep, 2018 00:08:00",Yes,September
1567,Slater,Sholl's Colonial Cafeteria,Santa Cruz Clara,JohnMSlater@dayrep.com,239-970-8405,TheologyStudent.com,Financial Services,Advertisement,Junk Lead,"18 Sep, 2018 00:08:00",Yes,September
1058,Davis,Witmark,David Love,TatyanaKDavis@armyspy.com,607-257-6757,RetroDivas.com,Government/Military,Employee Referral,Contacted,"18 Sep, 2018 00:08:00",Yes,September
1620,Kile,Sunflower Market,Jasmine Frank,HelenWKile@cuvox.de,208-868-7823,FuneralTradeShow.com,Consulting,Partner,Junk Lead,"18 Sep, 2018 00:08:00",Yes,September
1039,Faust,Perisolution,Rozario Diego,AnnCFaust@superrito.com,530-207-5725,MobileResumes.com,Government/Military,Advertisement,Lost Lead,"16 Sep, 2018 00:08:00",Yes,September
1506,Beavers,Parts and Pieces,Jasmine Frank,ZacharyJBeavers@jourrapide.com,646-283-0784,AwakeningMoments.com,Education,Sales Mail Alias,Contact in Future,"15 Sep, 2018 00:08:00",Yes,September
1578,Houde,Sound Warehouse,Rozario Diego,BruceNHoude@jourrapide.com,616-371-3092,ElectronicsQuarterly.com,IT Services,Sales Mail Alias,Pre Qualified,"15 Sep, 2018 00:08:00",Yes,September
1625,Taylor,Canal Villere,David Love,ErrolJTaylor@einrot.com,228-369-3494,PurpleMarketers.com,Education,External Referral,Contacted,"15 Sep, 2018 00:08:00",Yes,September
1056,Stoddard,Thom McAn Store,Jasmine Frank,DonaldJStoddard@dayrep.com,602-695-6599,MathSymposium.com,Pharma,Public Relations,Contact in Future,"14 Sep, 2018 00:07:00",Yes,September
1344,Austin,Integra Design,David Love,EvaAAustin@jourrapide.com,732-493-6115,FootballLights.com,Manufacturing,Web Research,Contact in Future,"14 Sep, 2018 00:07:00",Yes,September
1409,Rubio,Dun Rite Lawn Care,Harold Pawlan,PeggyCRubio@cuvox.de,516-626-3807,GameDayDeals.com,Communications,Web Research,Contacted,"14 Sep, 2018 00:07:00",Yes,September
1458,Enriquez,Dave Cooks,Rozario Diego,CoraCEnriquez@teleworm.us,540-460-6147,CowboyClubs.com,Consulting,Public Relations,Contacted,"13 Sep, 2018 00:08:00",Yes,September
1215,Hensley,Blockbuster Music,Thomas Mondrake,LawrenceSHensley@cuvox.de,802-462-5367,WirelessTechies.com,Communications,Cold Call,Junk Lead,"12 Sep, 2018 00:08:00",Yes,September
1036,Haynes,Twin Food Stores,Augustine Paul,HarveyCHaynes@rhyta.com,775-629-4265,CapCams.com,Financial Services,Cold Call,Attempted to Contact,"12 Sep, 2018 00:08:00",Yes,September
1292,Wilmore,Beaver Lumber,Rozario Diego,ShawnLWilmore@superrito.com,318-741-9280,MemoryLevel.com,Financial Services,Partner,Contacted,"12 Sep, 2018 00:08:00",Yes,September
1602,Rowley,Earthworks Yard Maintenance,David Love,ErnestMRowley@superrito.com,720-482-0547,DayMotel.com,Education,Advertisement,Junk Lead,"12 Sep, 2018 00:08:00",Yes,September
1416,Colon,Levitz Furniture,Jasmine Frank,MichaelTColon@teleworm.us,859-918-0986,FootballExhibition.com,Financial Services,Cold Call,Contact in Future,"12 Sep, 2018 00:08:00",Yes,September
1329,Anderson,Waves Music,Roger Terrence,JohnAAnderson@teleworm.us,410-557-7295,StyleBudget.com,Technology,Advertisement,Not Contacted,"11 Sep, 2018 00:08:00",Yes,September
1404,Carpenter,Jafco,Harold Pawlan,PhillipRCarpenter@cuvox.de,601-322-1057,MistTan.com,Government/Military,Trade Show,Junk Lead,"11 Sep, 2018 00:08:00",Yes,September
1372,Alcock,Laura Ashley,David Love,CynthiaJAlcock@fleckens.hu,864-596-4345,LocalTattoos.com,Technology,Web Research,Lost Lead,"11 Sep, 2018 00:07:00",Yes,September
1380,Long,Coon Chicken Inn,David Love,IkeSLong@teleworm.us,216-219-0533,TopBikers.com,Education,Online Store,Contact in Future,"11 Sep, 2018 00:07:00",Yes,September
1691,Morey,Schucks Auto Supply,Tina Thomas,MelodyDMorey@cuvox.de,816-291-6431,TanBags.com,Communications,Web Research,Contact in Future,"10 Sep, 2018 00:08:00",Yes,September
1469,Dicarlo,Monk Home Funding Services,Rozario Diego,TimothyADicarlo@superrito.com,732-709-1811,MobileProspect.com,IT Services,Employee Referral,Attempted to Contact,"10 Sep, 2018 00:08:00",Yes,September
1232,Clark,Adaptas,Harold Pawlan,KatherineBClark@einrot.com,919-620-8787,SurvivalJob.com,Communications,Partner,Contacted,"10 Sep, 2018 00:08:00",Yes,September
1261,Neely,Peaches,Tina Thomas,FrancisMNeely@rhyta.com,386-240-2947,CityCelebs.com,IT Services,Cold Call,Attempted to Contact,"10 Sep, 2018 00:08:00",Yes,September
1229,Stach,Bodega Club,Harold Pawlan,AllanGStach@einrot.com,770-750-1995,PagerSales.com,Financial Services,Partner,Contacted,"10 Sep, 2018 00:07:00",Yes,September
1314,Peters,A.J. August Fashion Wear,Santa Cruz Clara,ThelmaKPeters@superrito.com,816-297-9147,EngineeringCamps.com,Technology,Employee Referral,Junk Lead,"10 Sep, 2018 00:07:00",Yes,September
1394,Crawford,Indiewealth,Thomas Mondrake,SandraJCrawford@jourrapide.com,314-999-1020,AttractionGuides.com,Government/Military,Trade Show,Contact in Future,"10 Sep, 2018 00:07:00",Yes,September
1239,Phillips,Merry-Go-Round,Roger Terrence,SharonMPhillips@fleckens.hu,803-438-5961,CartridgeBargains.com,IT Services,External Referral,Not Contacted,"09 Sep, 2018 00:08:00",Yes,September
1419,Roy,Country Club Markets,Tina Thomas,MaryMRoy@cuvox.de,813-782-0215,MarketingSpree.com,Consulting,Trade Show,Not Contacted,"09 Sep, 2018 00:08:00",Yes,September
1071,Smith,One-Up Realtors,Rozario Diego,DavidHSmith@cuvox.de,518-438-7615,DonorRecruiter.com,Government/Military,Cold Call,Junk Lead,"09 Sep, 2018 00:07:00",Yes,September
1353,Wilson,Noodle Kidoodle,Jasmine Frank,JeremyKWilson@cuvox.de,202-767-2895,HoneymoonSavers.com,Manufacturing,Web Research,Contact in Future,"09 Sep, 2018 00:07:00",Yes,September
1402,McMorrow,Total Sources,Pete Zachariah,ScottLMcMorrow@jourrapide.com,805-265-8789,TubeMenu.com,Service Provider,Trade Show,Contact in Future,"09 Sep, 2018 00:07:00",Yes,September
1666,Bustamante,E-zhe Source,Thomas Mondrake,CharlesVBustamante@cuvox.de,214-550-1263,CurrentJokes.com,Government/Military,Employee Referral,Junk Lead,"09 Sep, 2018 00:07:00",Yes,September
1065,Dishon,Scotty's Builders Supply,Tina Thomas,RoyGDishon@einrot.com,573-395-0329,HealthRent.com,Education,Online Store,Contact in Future,"08 Sep, 2018 00:08:00",Yes,September
1326,Hotchkiss,Peter Reeves,Thomas Mondrake,TravisAHotchkiss@einrot.com,281-548-1812,PlayingRules.com,Technology,Partner,Contact in Future,"08 Sep, 2018 00:08:00",Yes,September
